CustomerKey,FirstName,LastName,fullname,gender,DateFirstPurchase,customercity
12456,Thomas,Chen,ThomasChen,male,2023-01-16,Burien
12457,Misty,Rai,MistyRai,female,2022-04-04,Beaverton
12458,Veronica,Sanchez,VeronicaSanchez,female,2022-09-04,Bottrop
12459,Stefanie,Rodriguez,StefanieRodriguez,female,2021-07-02,Milton Keynes
12460,Dominique,Malhotra,DominiqueMalhotra,female,2021-07-25,London
12461,Ruth,Suri,RuthSuri,female,2021-08-15,Hamburg
12462,Levi,Suri,LeviSuri,male,2021-09-07,Sulzbach Taunus
12463,Todd,Huang,ToddHuang,male,2021-07-06,Cheltenham
12464,Jared,Cook,JaredCook,male,2020-07-23,Bobigny
12465,Cassandra,Patel,CassandraPatel,female,2022-03-30,Gloucestershire
12466,Willie,He,WillieHe,male,2022-03-19,Drancy
12467,Jennifer,Jones,JenniferJones,female,2022-04-21,Paris
12468,Wayne,Nath,WayneNath,male,2020-07-12,Paris
12469,Shane,Srini,ShaneSrini,male,2022-09-19,Paderborn
12470,Barbara,He,BarbaraHe,female,2022-11-23,Berlin
12471,Lacey,Zeng,LaceyZeng,female,2022-03-16,Bottrop
12472,Jeffery,Zhang,JefferyZhang,male,2022-08-09,Colombes
12473,Sergio,Sai,SergioSai,male,2021-07-11,York
12474,Tammy,Chandra,TammyChandra,female,2020-07-22,Cergy
12475,Logan,Carter,LoganCarter,male,2021-09-03,Solingen
12476,Rodney,Jimenez,RodneyJimenez,male,2022-10-09,Milton Keynes
12477,Robin,Gill,RobinGill,female,2022-12-09,Paris
12478,Ruben,Mehta,RubenMehta,male,2022-12-30,Bottrop
12479,Priscilla,Tang,PriscillaTang,female,2021-09-04,Frankfurt
12480,Meredith,Alvarez,MeredithAlvarez,female,2020-07-10,Lille
12481,Victor,Diaz,VictorDiaz,male,2022-03-08,Berlin
12482,Jerome,Browning,JeromeBrowning,male,2022-12-25,Orly
12483,Amanda,Perez,AmandaPerez,female,2020-07-04,Roubaix
12484,Lori,Suarez,LoriSuarez,female,2021-09-24,Hamburg
12485,Veronica,Subram,VeronicaSubram,female,2020-07-12,Colomiers
12486,Kristen,Ye,KristenYe,female,2021-07-19,West Sussex
12487,Willie,Zhu,WillieZhu,male,2021-09-14,Salzgitter
12488,Jay,Garcia,JayGarcia,male,2022-09-20,Saint Germain en Laye
12489,Wayne,Rai,WayneRai,male,2022-03-20,Les Ulis
12490,Trisha,He,TrishaHe,female,2022-03-18,Paris
12491,Alvin,Huang,AlvinHuang,male,2022-08-02,Oxford
12492,Brittany,Price,BrittanyPrice,female,2021-07-13,Stoke-on-Trent
12493,Dwayne,Vazquez,DwayneVazquez,male,2022-05-15,Ingolstadt
12494,Abby,Sandberg,AbbySandberg,female,2020-07-01,Versailles
12495,Lucas,Miller,LucasMiller,male,2021-09-18,Frankfurt
12496,Melanie,Cox,MelanieCox,female,2022-08-20,Gateshead
12497,Ashlee,Kumar,AshleeKumar,female,2022-07-01,Saarbrücken
12498,Eduardo,Diaz,EduardoDiaz,male,2022-06-29,Hamburg
12499,Heather,Wang,HeatherWang,female,2021-09-13,München
12500,Kathleen,Vazquez,KathleenVazquez,female,2021-09-01,Offenbach
12501,Cory,Sai,CorySai,male,2021-09-28,Solingen
12502,Darren,Sanchez,DarrenSanchez,male,2022-02-03,Oxon
12503,Casey,Shen,CaseyShen,female,2022-02-15,York
12504,Arthur,Gutierrez,ArthurGutierrez,male,2022-04-25,Gloucestershire
12505,Dalton,Martin,DaltonMartin,male,2022-03-01,Stoke-on-Trent
12506,Preston,Sanchez,PrestonSanchez,male,2022-02-11,West Sussex
12507,Ian,Bell,IanBell,male,2022-04-11,Solingen
12508,Nichole,Anand,NicholeAnand,female,2022-05-31,Bury
12509,Marc,Ferrier,MarcFerrier,male,2022-02-21,Drancy
12510,Roberto,Sanz,RobertoSanz,male,2020-08-27,Lieusaint
12511,Grant,Chander,GrantChander,male,2022-06-28,Paris
12512,Carolyn,Gomez,CarolynGomez,female,2022-03-23,Berlin
12513,Austin,Thompson,AustinThompson,male,2022-06-17,Stoke-on-Trent
12514,Lacey,Becker,LaceyBecker,female,2022-02-14,Paris
12515,Shelby,Bailey,ShelbyBailey,female,2022-07-24,Roubaix
12516,Shawna,Chander,ShawnaChander,female,2022-12-16,Frankfurt am Main
12517,Alexa,Watson,AlexaWatson,female,2022-10-19,Kassel
12518,Jacquelyn,Dominguez,JacquelynDominguez,female,2022-08-01,Solingen
12519,Casey,Gutierrez,CaseyGutierrez,male,2022-05-11,Peterborough
12520,Seth,Jackson,SethJackson,male,2020-08-02,Saint Germain en Laye
12521,Meredith,Dominguez,MeredithDominguez,female,2021-10-05,Offenbach
12522,Brandy,Sanchez,BrandySanchez,female,2020-08-24,Pantin
12523,Steve,Wagner,SteveWagner,male,2020-08-28,Paris
12524,Kate,Shan,KateShan,female,2022-06-13,Les Ulis
12525,Chelsea,Rodriguez,ChelseaRodriguez,female,2022-05-25,Esher-Molesey
12526,Michele,Suarez,MicheleSuarez,female,2021-07-10,London
12527,José,Rodriguez,JoséRodriguez,male,2022-12-17,Burbank
12528,Devin,Wilson,DevinWilson,male,2022-08-28,Spokane
12529,Isaiah,Allen,IsaiahAllen,male,2023-01-19,Berkeley
12530,Isabel,Coleman,IsabelColeman,female,2022-02-15,Shawnee
12531,Autumn,Xu,AutumnXu,female,2022-03-18,Beaverton
12532,Jose,Carter,JoseCarter,male,2022-09-26,Metchosin
12533,Luis,Washington,LuisWashington,male,2022-02-01,Walla Walla
12534,Katie,Shan,KatieShan,female,2022-09-08,Saint Ouen
12535,Clifford,Kapoor,CliffordKapoor,male,2022-09-18,Solingen
12536,Javier,Dominguez,JavierDominguez,male,2022-11-21,Solingen
12537,Terrence,Luo,TerrenceLuo,male,2022-06-24,Paris
12538,Paula,Blanco,PaulaBlanco,female,2022-05-27,Berlin
12539,Marc,Dominguez,MarcDominguez,male,2022-11-30,Orly
12540,Levi,Sara,LeviSara,male,2022-03-02,Peterborough
12541,Jonathan,Zhang,JonathanZhang,male,2022-06-15,Drancy
12542,Preston,Patel,PrestonPatel,male,2023-01-11,Paris
12543,Ruben,Alvarez,RubenAlvarez,male,2022-05-04,Verrieres Le Buisson
12544,Bruce,Jordan,BruceJordan,male,2022-12-21,Kiel
12545,Marc,Ruiz,MarcRuiz,male,2022-07-27,Berks
12546,Clarence,Andersen,ClarenceAndersen,male,2021-10-06,Mühlheim
12547,Bradley,Nara,BradleyNara,male,2020-08-14,Les Ulis
12548,Alexandra,Collins,AlexandraCollins,female,2021-10-16,Bottrop
12549,Donna,Xie,DonnaXie,female,2020-08-18,Paris
12550,Austin,Diaz,AustinDiaz,male,2022-06-13,Oxford
12551,Julio,Ramos,JulioRamos,male,2022-08-09,London
12552,Bruce,Torres,BruceTorres,male,2022-10-13,Saint Ouen
12553,Toni,Fernandez,ToniFernandez,female,2022-05-11,Suresnes
12554,Barry,Rodriguez,BarryRodriguez,male,2022-07-27,Cambridge
12555,Edgar,Malhotra,EdgarMalhotra,male,2022-09-03,Roubaix
12556,Manuel,Kapoor,ManuelKapoor,male,2022-11-27,Werne
12557,Phillip,Lopez,PhillipLopez,male,2022-05-07,Boulogne-Billancourt
12558,Amanda,Evans,AmandaEvans,female,2022-09-02,Bottrop
12559,Emmanuel,Lopez,EmmanuelLopez,male,2021-07-23,London
12560,Mandy,Gao,MandyGao,female,2021-07-15,London
12561,Trisha,Lin,TrishaLin,female,2020-09-25,Bobigny
12562,Kristina,Chandra,KristinaChandra,female,2022-03-14,Paris
12563,Alejandro,Lin,AlejandroLin,male,2022-07-01,Cheltenham
12564,Marshall,Yang,MarshallYang,male,2022-03-07,London
12565,Kendra,Gutierrez,KendraGutierrez,female,2022-10-05,Paris
12566,Omar,Yang,OmarYang,male,2022-05-31,London
12567,Carmen,Arthur,CarmenArthur,female,2022-02-11,Newcastle upon Tyne
12568,Stacey,Ye,StaceyYe,female,2022-02-13,Stoke-on-Trent
12569,Kristin,Rai,KristinRai,female,2022-07-21,Warrington
12570,Casey,Munoz,CaseyMunoz,male,2021-01-02,Brisbane
12571,Jennifer,Green,JenniferGreen,female,2020-12-29,Coffs Harbour
12572,Alisha,Chander,AlishaChander,female,2021-01-22,Findon
12573,Grant,Rai,GrantRai,male,2021-01-08,Lavender Bay
12574,Derek,Raje,DerekRaje,male,2021-01-15,Silverwater
12575,Jaclyn,Shen,JaclynShen,female,2021-01-15,Wollongong
12576,Walter,Dominguez,WalterDominguez,male,2021-01-04,Melbourne
12577,Francis,Sanz,FrancisSanz,male,2021-02-15,Lane Cove
12578,Gavin,Perry,GavinPerry,male,2021-02-14,Cranbourne
12579,Lydia,Sanchez,LydiaSanchez,female,2021-02-15,Springwood
12580,Cedric,She,CedricShe,male,2021-02-14,South Melbourne
12581,Kristina,Fernandez,KristinaFernandez,female,2021-02-27,Melton
12582,Carmen,Sara,CarmenSara,female,2022-07-31,Springwood
12583,Tyrone,Ortega,TyroneOrtega,male,2021-02-28,Newcastle
12584,Brittney,Ma,BrittneyMa,female,2021-02-10,Townsville
12585,Ian,Martinez,IanMartinez,male,2021-02-28,Hobart
12586,Kellie,Hernandez,KellieHernandez,female,2021-02-03,Townsville
12587,Danny,Travers,DannyTravers,male,2022-11-03,Milsons Point
12588,Tracy,Chande,TracyChande,female,2021-01-29,Milsons Point
12589,Ruben,Rodriguez,RubenRodriguez,male,2021-02-19,Melbourne
12590,Mario,Chander,MarioChander,male,2022-10-13,Newcastle upon Tyne
12591,Meredith,Madan,MeredithMadan,female,2022-08-05,Berlin
12592,Amy,Li,AmyLi,female,2022-06-27,Birmingham
12593,Benjamin,Zhang,BenjaminZhang,male,2022-02-18,Bury
12594,Sandra,Gao,SandraGao,female,2022-11-25,Cambridge
12595,Mathew,Blanco,MathewBlanco,male,2022-03-08,London
12596,Armando,Romero,ArmandoRomero,male,2022-09-24,Milton Keynes
12597,Franklin,Zhang,FranklinZhang,male,2022-08-04,Kirkby
12598,Alexandra,Bryant,AlexandraBryant,female,2022-08-04,Stoke-on-Trent
12599,Jillian,Fernandez,JillianFernandez,female,2021-08-17,Berks
12600,Larry,Romero,LarryRomero,male,2022-09-08,Eilenburg
12601,Randy,Zhang,RandyZhang,male,2022-08-29,Peterborough
12602,Francisco,Srini,FranciscoSrini,male,2022-02-20,London
12603,Cole,Reed,ColeReed,male,2022-04-06,Peterborough
12604,Nathan,Lee,NathanLee,male,2022-05-30,Darmstadt
12605,Carol,Cooper,CarolCooper,female,2022-05-12,Saarlouis
12606,Arthur,Van,ArthurVan,male,2022-09-03,Roubaix
12607,Tamara,Zhu,TamaraZhu,female,2020-09-01,Verrieres Le Buisson
12608,Brett,Sanchez,BrettSanchez,male,2021-08-08,Bury
12609,Linda,Carlson,LindaCarlson,female,2021-08-08,Watford
12610,Wendy,Gutierrez,WendyGutierrez,female,2022-07-08,York
12611,Manuel,Sara,ManuelSara,male,2022-07-01,Watford
12612,Shannon,Torres,ShannonTorres,male,2021-08-15,Birmingham
12613,Joel,Prasad,JoelPrasad,male,2020-08-30,Saint-Denis
12614,Lance,Gill,LanceGill,male,2020-09-20,Versailles
12615,Nathan,Hill,NathanHill,male,2021-08-10,Leeds
12616,Kelsey,Tang,KelseyTang,female,2022-05-20,München
12617,Jake,Ma,JakeMa,male,2022-07-18,Hannover
12618,Dawn,Lal,DawnLal,female,2020-09-03,Lieusaint
12619,Priscilla,Rai,PriscillaRai,female,2021-08-04,Oxford
12620,Maurice,Lal,MauriceLal,male,2020-09-20,Villeneuve-d'Ascq
12621,Barry,Martinez,BarryMartinez,male,2020-09-25,Paris
12622,Micheal,Rubio,MichealRubio,male,2021-08-19,London
12623,Jesse,Sanchez,JesseSanchez,male,2021-08-24,Newcastle upon Tyne
12624,Jamie,Xu,JamieXu,female,2021-10-15,Frankfurt am Main
12625,Carly,Andersen,CarlyAndersen,female,2022-09-04,Colomiers
12626,Cassie,Lal,CassieLal,female,2022-11-08,London
12627,Leah,Zheng,LeahZheng,female,2022-04-21,London
12628,Arturo,Ma,ArturoMa,male,2022-07-07,Colomiers
12629,Russell,Nara,RussellNara,male,2022-11-16,Hamburg
12630,Kevin,Simmons,KevinSimmons,male,2021-08-09,Gateshead
12631,Clarence,Gao,ClarenceGao,male,2020-10-25,Paris
12632,Bonnie,Nath,BonnieNath,female,2020-10-12,Sèvres
12633,Shannon,Suarez,ShannonSuarez,male,2022-07-15,Bracknell
12634,Derrick,Ruiz,DerrickRuiz,male,2021-08-29,London
12635,Brad,Beck,BradBeck,male,2022-03-22,Drancy
12636,Tamer,Salah,TamerSalah,female,2022-05-31,Berlin
12637,Leonard,Nath,LeonardNath,male,2021-09-08,London
12638,Sebastian,Brooks,SebastianBrooks,male,2022-10-04,Frankfurt
12639,Ruben,Lopez,RubenLopez,male,2022-02-18,Roncq
12640,Angel,Richardson,AngelRichardson,male,2021-09-15,Billericay
12641,Willie,Raje,WillieRaje,male,2022-12-02,Paris
12642,Jimmy,Carlson,JimmyCarlson,male,2022-05-15,Roubaix
12643,Kristina,Perez,KristinaPerez,female,2022-02-08,Stuttgart
12644,Rachel,Reed,RachelReed,female,2021-09-01,Esher-Molesey
12645,Audrey,Ruiz,AudreyRuiz,female,2021-09-15,York
12646,Kenneth,Xu,KennethXu,male,2022-02-21,Bonn
12647,Colleen,Anand,ColleenAnand,female,2021-08-28,Liverpool
12648,Lori,Dominguez,LoriDominguez,female,2021-09-23,Warrington
12649,Omar,Goel,OmarGoel,male,2022-09-29,Paris
12650,Aaron,Wright,AaronWright,male,2020-10-06,Bobigny
12651,Martin,Malhotra,MartinMalhotra,male,2022-10-05,Lille
12652,Carolyn,Martin,CarolynMartin,female,2022-09-01,London
12653,Nichole,Andersen,NicholeAndersen,female,2021-09-12,London
12654,Briana,Gill,BrianaGill,female,2022-02-23,Liverpool
12655,Larry,Vazquez,LarryVazquez,male,2020-10-10,Colombes
12656,Blake,Roberts,BlakeRoberts,male,2022-05-17,Versailles
12657,Audrey,Blanco,AudreyBlanco,female,2021-10-27,Grevenbroich
12658,Joy,Gomez,JoyGomez,female,2021-09-10,York
12659,Damien,Chande,DamienChande,male,2022-04-16,Paris
12660,Toni,Sanchez,ToniSanchez,female,2022-11-30,Orleans
12661,Deborah,Pal,DeborahPal,female,2022-03-31,Orly
12662,Jessie,Huang,JessieHuang,male,2022-12-12,Paris
12663,Morgan,Adams,MorganAdams,female,2022-11-17,Saint-Denis
12664,Krista,Gill,KristaGill,female,2022-05-12,Warrington
12665,Joy,Suarez,JoySuarez,female,2022-06-29,Cranbourne
12666,Jessie,Zhu,JessieZhu,male,2022-11-03,Hervey Bay
12667,Maria,Wood,MariaWood,female,2021-02-01,Hobart
12668,Melissa,Patterson,MelissaPatterson,female,2021-02-10,Wollongong
12669,Irving,Schmidt,IrvingSchmidt,male,2021-02-07,Coffs Harbour
12670,Sarah,Martinez,SarahMartinez,female,2021-02-23,Sydney
12671,Alan,Huang,AlanHuang,male,2021-02-09,Rockhampton
12672,Carson,Butler,CarsonButler,male,2022-04-16,Sydney
12673,Colin,Stone,ColinStone,male,2021-02-24,Melbourne
12674,Jimmy,Travers,JimmyTravers,male,2021-02-20,Rockhampton
12675,Holly,Fernandez,HollyFernandez,female,2021-02-10,Seaford
12676,Michele,Madan,MicheleMadan,female,2021-02-18,Bendigo
12677,Cedric,Liu,CedricLiu,male,2021-02-04,Coffs Harbour
12678,Dana,Serrano,DanaSerrano,female,2022-03-25,Silverwater
12679,Stacy,Gill,StacyGill,female,2022-03-13,Malabar
12680,George,Sanchez,GeorgeSanchez,male,2021-02-21,Sydney
12681,Christy,Chow,ChristyChow,female,2021-02-26,Caloundra
12682,Kari,Subram,KariSubram,female,2022-06-02,Melton
12683,Laura,Zhou,LauraZhou,female,2021-02-18,Hervey Bay
12684,Shaun,Shen,ShaunShen,male,2021-02-06,Goulburn
12685,Jaclyn,Xu,JaclynXu,female,2021-01-29,Warrnambool
12686,Trisha,Zhou,TrishaZhou,female,2021-02-28,Bendigo
12687,Marshall,Li,MarshallLi,male,2021-03-17,Coffs Harbour
12688,Stacy,Navarro,StacyNavarro,female,2021-03-08,Hawthorne
12689,Tamara,Pal,TamaraPal,female,2021-03-23,Caloundra
12690,Roger,Zhang,RogerZhang,male,2022-07-05,Sydney
12691,Rafael,Andersen,RafaelAndersen,male,2022-04-24,Findon
12692,Glenn,Lu,GlennLu,male,2022-06-05,Hawthorne
12693,Ruth,Gonzalez,RuthGonzalez,female,2021-03-02,Rhodes
12694,Jay,Arthur,JayArthur,male,2021-03-12,St. Leonards
12695,Kari,Ruiz,KariRuiz,female,2022-05-10,Coffs Harbour
12696,Stacey,Hu,StaceyHu,female,2022-05-12,Silverwater
12697,Brenda,Stone,BrendaStone,female,2022-09-07,Milsons Point
12698,Mohamed,Pal,MohamedPal,male,2021-03-13,Port Macquarie
12699,Amy,Chow,AmyChow,female,2021-03-14,Melbourne
12700,Mindy,Kumar,MindyKumar,female,2021-04-28,Hawthorne
12701,Gary,Gutierrez,GaryGutierrez,male,2021-04-17,Newcastle
12702,Yolanda,Shan,YolandaShan,female,2021-04-18,Townsville
12703,Renee,Suarez,ReneeSuarez,female,2021-04-04,Lavender Bay
12704,Barbara,Nara,BarbaraNara,female,2022-08-08,Geelong
12705,Andre,Garcia,AndreGarcia,male,2021-03-30,Perth
12706,Louis,Liang,LouisLiang,male,2021-04-12,Hawthorne
12707,Ian,Lewis,IanLewis,male,2020-12-23,Sedro Woolley
12708,Bonnie,Pal,BonniePal,female,2022-02-02,Chula Vista
12709,Ian,Rodriguez,IanRodriguez,male,2020-12-08,San Carlos
12710,Dalton,Evans,DaltonEvans,male,2022-03-17,Langley
12711,Heather,Zheng,HeatherZheng,female,2020-10-25,Les Ulis
12712,Arthur,Romero,ArthurRomero,male,2021-10-10,München
12713,Deborah,Xie,DeborahXie,female,2021-10-11,Offenbach
12714,Colleen,Lu,ColleenLu,female,2022-07-19,Hannover
12715,Eddie,Gill,EddieGill,male,2022-03-12,Seaford
12716,Dale,Shen,DaleShen,male,2022-02-12,Croix
12717,Hannah,Wood,HannahWood,female,2020-10-21,Metz
12718,Tammy,Sai,TammySai,female,2022-11-12,Paris
12719,Cheryl,Ruiz,CherylRuiz,female,2022-07-10,Sèvres
12720,Nicolas,Chande,NicolasChande,male,2022-06-12,Suresnes
12721,Rebekah,Martinez,RebekahMartinez,female,2022-05-04,Saarlouis
12722,Latasha,Gomez,LatashaGomez,female,2022-04-06,Bottrop
12723,Kurt,Jai,KurtJai,male,2022-02-27,Orleans
12724,Eddie,Martin,EddieMartin,male,2022-02-01,Münster
12725,Gabrielle,James,GabrielleJames,female,2022-08-18,Neunkirchen
12726,Kurt,Goel,KurtGoel,male,2022-08-03,Ingolstadt
12727,Amanda,Ross,AmandaRoss,female,2022-06-25,Bobigny
12728,Jeremiah,Stewart,JeremiahStewart,male,2022-04-07,Frankfurt
12729,Jose,Perry,JosePerry,male,2022-05-29,Peterborough
12730,Karla,Becker,KarlaBecker,female,2022-08-22,York
12731,Steven,Murphy,StevenMurphy,male,2022-09-16,Werne
12732,Todd,Guo,ToddGuo,male,2022-08-22,Orleans
12733,Lacey,Cai,LaceyCai,female,2022-04-10,London
12734,Margaret,Zhou,MargaretZhou,female,2022-09-22,Cergy
12735,Donald,Mehta,DonaldMehta,male,2021-10-08,Essen
12736,Diana,Ruiz,DianaRuiz,female,2021-10-08,Frankfurt
12737,Brett,Chandra,BrettChandra,male,2022-04-07,Colombes
12738,Melinda,Rubio,MelindaRubio,female,2021-10-10,Berlin
12739,Evan,Young,EvanYoung,male,2022-06-28,Kirkby
12740,Kathryn,Goel,KathrynGoel,female,2022-12-24,Berks
12741,Raymond,Sam,RaymondSam,male,2022-04-10,Stuttgart
12742,Samantha,Martinez,SamanthaMartinez,female,2021-11-23,Solingen
12743,Carl,Kumar,CarlKumar,male,2022-10-17,Bury
12744,Anna,Moore,AnnaMoore,female,2022-08-29,Cheltenham
12745,Rafael,Wu,RafaelWu,male,2021-10-13,Kirkby
12746,Juan,Torres,JuanTorres,male,2022-07-24,Bury
12747,Colleen,Hu,ColleenHu,female,2021-11-27,Hamburg
12748,Grace,Bell,GraceBell,female,2022-07-30,Drancy
12749,Miguel,Lee,MiguelLee,male,2020-10-27,Chatou
12750,Teresa,Vazquez,TeresaVazquez,female,2020-10-10,Morangis
12751,Priscilla,Xu,PriscillaXu,female,2022-12-09,Erlangen
12752,Jonathon,Alvarez,JonathonAlvarez,male,2022-07-06,Courbevoie
12753,Ramon,Zhao,RamonZhao,male,2022-03-04,Villeneuve-d'Ascq
12754,Lindsey,Deng,LindseyDeng,female,2020-10-06,Saint-Denis
12755,Chloe,Hughes,ChloeHughes,female,2020-12-13,Santa Cruz
12756,Antonio,Butler,AntonioButler,male,2020-12-18,Beverly Hills
12757,Sara,Ramirez,SaraRamirez,female,2022-04-03,Edmonds
12758,Stephanie,Ramirez,StephanieRamirez,female,2022-05-26,Kirkland
12759,Jada,Sanders,JadaSanders,female,2022-06-26,Seattle
12760,Krista,Gomez,KristaGomez,female,2022-03-22,Cliffside
12761,Alexandra,Richardson,AlexandraRichardson,female,2020-12-23,Woodburn
12762,Jonathan,Smith,JonathanSmith,male,2020-12-22,Spring Valley
12763,Chloe,Russell,ChloeRussell,female,2022-06-03,Cliffside
12764,Alexandra,Harris,AlexandraHarris,female,2020-12-16,Tacoma
12765,Robyn,Gill,RobynGill,female,2022-03-18,Cliffside
12766,Jordyn,Bryant,JordynBryant,female,2020-12-21,Corvallis
12767,Christopher,Robinson,ChristopherRobinson,male,2022-08-23,Yakima
12768,Johnathan,Chapman,JohnathanChapman,male,2020-12-12,Colma
12769,Thomas,Zhang,ThomasZhang,male,2020-12-23,Olympia
12770,Charles,Evans,CharlesEvans,male,2020-12-18,Los Angeles
12771,Morgan,Thomas,MorganThomas,female,2020-12-09,Spring Valley
12772,Abigail,Clark,AbigailClark,female,2020-12-07,Everett
12773,Samantha,Taylor,SamanthaTaylor,female,2020-12-27,Bellingham
12774,Kristen,Gao,KristenGao,female,2020-12-20,Burlingame
12775,Connor,Griffin,ConnorGriffin,male,2022-06-08,Palo Alto
12776,Blake,Campbell,BlakeCampbell,male,2022-03-26,Yakima
12777,Joseph,Anderson,JosephAnderson,male,2020-12-07,Lynnwood
12778,Connie,Morgan,ConnieMorgan,female,2022-12-20,Santa Cruz
12779,Mason,Rogers,MasonRogers,male,2020-12-01,Yakima
12780,Jeremy,Richardson,JeremyRichardson,male,2020-12-21,Olympia
12781,Emma,James,EmmaJames,female,2022-06-18,Langley
12782,Elizabeth,Long,ElizabethLong,female,2022-07-02,Sooke
12783,Jerome,Gutierrez,JeromeGutierrez,male,2022-07-29,Cliffside
12784,Jonathan,Campbell,JonathanCampbell,male,2020-12-19,Salem
12785,Javier,Ortega,JavierOrtega,male,2022-07-28,Burnaby
12786,James,Yang,JamesYang,male,2022-11-11,Bellflower
12787,Katelyn,Cook,KatelynCook,female,2022-05-12,Puyallup
12788,Amanda,Nelson,AmandaNelson,female,2022-07-05,Chula Vista
12789,Jamie,Zeng,JamieZeng,female,2020-12-23,Burlingame
12790,Brandon,Kumar,BrandonKumar,male,2022-12-13,Lemon Grove
12791,Angelica,Foster,AngelicaFoster,female,2022-02-22,Long Beach
12792,Blake,White,BlakeWhite,male,2023-01-06,Bremerton
12793,Jessie,Guo,JessieGuo,male,2022-02-19,Chula Vista
12794,Megan,Jackson,MeganJackson,female,2022-08-26,Woodburn
12795,Antonio,Foster,AntonioFoster,male,2022-02-03,Metchosin
12796,Jason,Zhang,JasonZhang,male,2022-04-04,Bremerton
12797,Patrick,Howard,PatrickHoward,male,2022-06-23,West Covina
12798,Andy,Gutierrez,AndyGutierrez,male,2022-03-08,Tremblay-en-France
12799,George,Chandra,GeorgeChandra,male,2022-06-22,Neunkirchen
12800,Lacey,Chen,LaceyChen,female,2022-08-20,Leipzig
12801,Melody,Browning,MelodyBrowning,female,2023-01-24,Erlangen
12802,Alan,Sun,AlanSun,male,2023-01-12,Stuttgart
12803,Heather,Li,HeatherLi,female,2022-05-06,York
12804,Jaclyn,Chander,JaclynChander,female,2020-10-03,Villeneuve-d'Ascq
12805,Marvin,Moreno,MarvinMoreno,male,2020-10-24,Colombes
12806,Ronnie,Zeng,RonnieZeng,male,2021-11-18,München
12807,Nina,Kumar,NinaKumar,female,2021-11-09,Offenbach
12808,Marc,Schmidt,MarcSchmidt,male,2021-10-08,York
12809,Michele,Navarro,MicheleNavarro,female,2022-05-07,Grevenbroich
12810,Chase,Stewart,ChaseStewart,male,2022-12-01,Werne
12811,Marc,Serrano,MarcSerrano,male,2022-10-25,Salzgitter
12812,Brandi,Sanz,BrandiSanz,female,2022-05-16,Tremblay-en-France
12813,Reginald,Ramos,ReginaldRamos,male,2021-11-02,Dresden
12814,Casey,Sharma,CaseySharma,female,2022-04-28,Essen
12815,Dominique,Mehta,DominiqueMehta,female,2022-10-26,München
12816,Tammy,Mehta,TammyMehta,female,2021-11-19,München
12817,Theodore,Suarez,TheodoreSuarez,male,2020-11-24,Paris
12818,Curtis,She,CurtisShe,male,2022-11-27,Drancy
12819,Nicolas,Chander,NicolasChander,male,2020-11-05,Saint Germain en Laye
12820,Derek,Tang,DerekTang,male,2020-11-13,Orleans
12821,Cesar,McDonald,CesarMcDonald,male,2022-06-05,Roubaix
12822,Alexandra,James,AlexandraJames,female,2022-11-26,Werne
12823,Bethany,She,BethanyShe,female,2022-12-24,Roncq
12824,Kristopher,Subram,KristopherSubram,male,2022-12-10,Paris
12825,Kelvin,Hu,KelvinHu,male,2021-11-15,Hamburg
12826,Caleb,Gonzalez,CalebGonzalez,male,2021-11-17,Kassel
12827,Nicolas,Raje,NicolasRaje,male,2021-12-08,Saarbrücken
12828,Carol,Rubio,CarolRubio,female,2022-03-18,Saarlouis
12829,Micah,Li,MicahLi,male,2021-12-08,Sulzbach Taunus
12830,Russell,Raje,RussellRaje,male,2020-11-10,Saint-Denis
12831,Kathryn,Lal,KathrynLal,female,2022-11-15,Poing
12832,Douglas,Prasad,DouglasPrasad,male,2022-03-23,Berlin
12833,Sheena,Goel,SheenaGoel,female,2021-12-24,Berlin
12834,Kelsey,Xie,KelseyXie,female,2020-11-18,Paris
12835,Karl,Yuan,KarlYuan,male,2022-06-02,Ingolstadt
12836,Rodney,Munoz,RodneyMunoz,male,2022-06-10,Cheltenham
12837,Nicole,Anderson,NicoleAnderson,female,2022-02-10,Hof
12838,Ralph,Beck,RalphBeck,male,2022-03-30,Neunkirchen
12839,Dominique,Fernandez,DominiqueFernandez,female,2021-10-10,Oxon
12840,Naomi,Sanz,NaomiSanz,female,2022-02-26,Gateshead
12841,Yolanda,Xie,YolandaXie,female,2020-11-26,Les Ulis
12842,Kelvin,Becker,KelvinBecker,male,2022-09-25,Paris
12843,Summer,Smith,SummerSmith,female,2020-11-14,Saint Ouen
12844,Gerald,Gonzalez,GeraldGonzalez,male,2022-03-25,Münster
12845,Angela,Torres,AngelaTorres,female,2022-05-22,Solingen
12846,Bridget,Nara,BridgetNara,female,2021-12-21,Bottrop
12847,Colin,Chander,ColinChander,male,2022-06-26,Kirkby
12848,Brittney,Lu,BrittneyLu,female,2022-05-29,Reading
12849,Adam,Baker,AdamBaker,male,2020-11-11,Drancy
12850,Johnny,Raji,JohnnyRaji,male,2021-12-27,Frankfurt
12851,Brandy,Sai,BrandySai,female,2022-11-26,Orleans
12852,Teresa,Carlson,TeresaCarlson,female,2021-12-05,Stuttgart
12853,Evelyn,Malhotra,EvelynMalhotra,female,2021-10-15,Gloucestershire
12854,Reginald,Romero,ReginaldRomero,male,2021-10-01,Lancaster
12855,Philip,Diaz,PhilipDiaz,male,2021-10-06,Leeds
